"","X","company_name","year","status_label_1yr","status_label_2yr","status_label_3yr","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X18","X1_1yr","X1_2yr","X1_3yr","X2_1yr","X2_2yr","X2_3yr","X3_1yr","X3_2yr","X3_3yr","X4_1yr","X4_2yr","X4_3yr","X5_1yr","X5_2yr","X5_3yr","X6_1yr","X6_2yr","X6_3yr","X7_1yr","X7_2yr","X7_3yr","X8_1yr","X8_2yr","X8_3yr","X9_1yr","X9_2yr","X9_3yr","X10_1yr","X10_2yr","X10_3yr","X11_1yr","X11_2yr","X11_3yr","X12_1yr","X12_2yr","X12_3yr","X13_1yr","X13_2yr","X13_3yr","X14_1yr","X14_2yr","X14_3yr","X15_1yr","X15_2yr","X15_3yr","X17_1yr","X17_2yr","X17_3yr","X18_1yr","X18_2yr","X18_3yr"
"2596",3978,"C_1392",2007,"alive","alive","alive",1183.533,2792.106,79.221,252.807,392.946,181.332,359.313,1828.68,3213.301,2093.699,125.532,173.586,421.195,422.928,1352.984,738.5,2960.494,1196.569,1047.21,743.438,2181.9,2164.471,2240.382,71.258,65.106,64.62,368.253,385.151,315.874,341.366,331.133,301.049,258.689,266.662,168.096,277.048,223.024,246.129,2225.665,1905.371,1252.49,2707.397,2688.894,2683.98,1961.433,1816.321,1436.694,137.817,201.063,262.544,296.995,320.045,251.254,525.497,524.423,443.598,389.242,419.389,308.906,1180.472,955.035,691.427,719.023,802.417,741.874,2339.144,2303.743,2368.106
"2597",3979,"C_1392",2008,"alive","alive","alive",1371.854,3872.752,90.381,219.19,508.995,146.919,360.677,1480.56,4267.804,2331.361,78.56,128.809,395.052,592.091,1458.115,867.783,4048.614,1183.533,1196.569,1047.21,2792.106,2181.9,2164.471,79.221,71.258,65.106,252.807,368.253,385.151,392.946,341.366,331.133,181.332,258.689,266.662,359.313,277.048,223.024,1828.68,2225.665,1905.371,3213.301,2707.397,2688.894,2093.699,1961.433,1816.321,125.532,137.817,201.063,173.586,296.995,320.045,421.195,525.497,524.423,422.928,389.242,419.389,1352.984,1180.472,955.035,738.5,719.023,802.417,2960.494,2339.144,2303.743
"2598",3980,"C_1392",2009,"alive","alive","alive",1425.302,3291.854,91.841,115.564,498.587,92.482,270.647,1668.713,3601.308,2337.133,76.532,23.723,309.454,518.04,1540.436,791.714,3485.744,1371.854,1183.533,1196.569,3872.752,2792.106,2181.9,90.381,79.221,71.258,219.19,252.807,368.253,508.995,392.946,341.366,146.919,181.332,258.689,360.677,359.313,277.048,1480.56,1828.68,2225.665,4267.804,3213.301,2707.397,2331.361,2093.699,1961.433,78.56,125.532,137.817,128.809,173.586,296.995,395.052,421.195,525.497,592.091,422.928,389.242,1458.115,1352.984,1180.472,867.783,738.5,719.023,4048.614,2960.494,2339.144
"2599",3981,"C_1392",2010,"alive","alive","alive",1485.412,3772.906,86.802,407.868,533.761,283.611,359.944,2421.056,4385.702,2734.086,91.407,321.066,612.796,638.195,1773.99,955.837,3977.834,1425.302,1371.854,1183.533,3291.854,3872.752,2792.106,91.841,90.381,79.221,115.564,219.19,252.807,498.587,508.995,392.946,92.482,146.919,181.332,270.647,360.677,359.313,1668.713,1480.56,1828.68,3601.308,4267.804,3213.301,2337.133,2331.361,2093.699,76.532,78.56,125.532,23.723,128.809,173.586,309.454,395.052,421.195,518.04,592.091,422.928,1540.436,1458.115,1352.984,791.714,867.783,738.5,3485.744,4048.614,2960.494
"2600",3982,"C_1392",2011,"alive","alive","alive",1632.042,5085.119,81.223,441.104,644.93,345.847,477.209,2465.596,5746.902,3006.728,116.367,359.881,661.783,561.409,2077.713,927.261,5305.798,1485.412,1425.302,1371.854,3772.906,3291.854,3872.752,86.802,91.841,90.381,407.868,115.564,219.19,533.761,498.587,508.995,283.611,92.482,146.919,359.944,270.647,360.677,2421.056,1668.713,1480.56,4385.702,3601.308,4267.804,2734.086,2337.133,2331.361,91.407,76.532,78.56,321.066,23.723,128.809,612.796,309.454,395.052,638.195,518.04,592.091,1773.99,1540.436,1458.115,955.837,791.714,867.783,3977.834,3485.744,4048.614
"2601",3983,"C_1392",2012,"alive","alive","alive",1782.763,5537.859,90.216,399.877,756.864,282.311,521.892,3030.7962,6189.133,3347.781,120.825,309.661,651.274,676.575,2303.352,1039.592,5789.256,1632.042,1485.412,1425.302,5085.119,3772.906,3291.854,81.223,86.802,91.841,441.104,407.868,115.564,644.93,533.761,498.587,345.847,283.611,92.482,477.209,359.944,270.647,2465.596,2421.056,1668.713,5746.902,4385.702,3601.308,3006.728,2734.086,2337.133,116.367,91.407,76.532,359.881,321.066,23.723,661.783,612.796,309.454,561.409,638.195,518.04,2077.713,1773.99,1540.436,927.261,955.837,791.714,5305.798,3977.834,3485.744
"2602",3984,"C_1392",2013,"alive","alive","alive",1853.949,6108.488,93.077,297.941,698.998,205.236,651.404,3323.2193,6670.414,3418.048,80.48,204.864,561.926,615.327,2474.06,938.078,6372.473,1782.763,1632.042,1485.412,5537.859,5085.119,3772.906,90.216,81.223,86.802,399.877,441.104,407.868,756.864,644.93,533.761,282.311,345.847,283.611,521.892,477.209,359.944,3030.7962,2465.596,2421.056,6189.133,5746.902,4385.702,3347.781,3006.728,2734.086,120.825,116.367,91.407,309.661,359.881,321.066,651.274,661.783,612.796,676.575,561.409,638.195,2303.352,2077.713,1773.99,1039.592,927.261,955.837,5789.256,5305.798,3977.834
"2603",3990,"C_1395",2002,"alive","alive","alive",414.709,452.609,369.997,709.474,38.432,135.175,211.685,3521.2302,1162.083,3893.396,1442.79,339.477,709.474,466.45,-27.532,2318.687,452.609,254.728,324.554,289.95,337.686,305.611,285.285,350.805,311.383,317.487,917.78,767.943,450.233,24.107,28.05,28.723,273.782,213.203,-43.838,135.204,222.478,170.034,3308.064,2907.0981,1291.1655,1255.466,1073.554,735.518,3469.178,2890.4,2783.143,1282.981,1032.564,1333.41,566.975,456.56,132.746,917.78,767.943,450.233,375.294,393.857,381.941,-76.813,-343.962,-547.216,1996.742,1737.712,1835.448,337.686,305.611,285.285
"2604",3991,"C_1396",2002,"alive","failed","failed",1.123,6.188,2.819,-2.695,0,-9.011,0.608,0.1527,3.493,2.688,2.555,-5.514,-2.695,4.356,-161.51,6.911,6.188,4.95,11.589,1.085,16.019,32.349,1.569,14.558,13.086,0.221,-9.203,-26.881,-2.572,0,0,0,-73.494,-41.335,-2.766,0.993,1.53,0.627,0.1924,11.538,11.8665,6.816,5.468,3.045,11.069,73.219,2.133,1.885,1.462,0.024,-23.761,-39.967,-2.793,-9.203,-26.881,1.476,4.96,8.29,0.84,-152.499,-79.005,-9.298,8.431,10.131,0.864,16.019,32.349,5.617
"2605",3992,"C_1396",2003,"failed","failed","failed",1.021,0.783,0.581,0.635,0,0.128,0.587,0.1182,4.013,1.479,0,0.054,3.23,5.539,-161.382,5.539,3.378,1.123,4.95,11.589,6.188,16.019,32.349,2.819,14.558,13.086,-2.695,-9.203,-26.881,0,0,0,-9.011,-73.494,-41.335,0.608,0.993,1.53,0.1527,0.1924,11.538,3.493,6.816,5.468,2.688,11.069,73.219,2.555,1.885,1.462,-5.514,-23.761,-39.967,-2.695,-9.203,-26.881,4.356,4.96,8.29,-161.51,-152.499,-79.005,6.911,8.431,10.131,6.188,16.019,32.349
"2606",3993,"C_1397",2002,"alive","alive","alive",1056.258,1981.688,164.955,679.993,329.449,-309.069,546.761,3134.7293,3204.256,4260.766,868.03,515.038,1222.568,1152.754,-191.674,2120.801,2524.263,776.352,877.08,803.224,1935.53,1891.615,1664.365,198.67,192.571,195.953,618.866,659.787,648.145,288.57,309.116,245.934,156.697,225.319,211.461,418.161,505.935,470.046,3419.7771,2551.203,4331.525,3067.482,3067.714,2839.636,3907.909,4048.098,3855.233,788.111,944.453,665.116,420.196,467.216,452.192,1131.952,1176.099,1175.271,626.98,674.568,582.094,184.721,103.826,-41.45,1691.603,1902.596,1542.541,2448.616,2407.927,2191.491
"2607",3994,"C_1397",2003,"alive","alive","alive",1427.8,2245.9,173.2,711.9,371.2,240.4,615.2,4606.5019,3531.9,4704.1,2259.8,538.7,1286,1190.4,104,3580.5,2820,1056.258,776.352,877.08,1981.688,1935.53,1891.615,164.955,198.67,192.571,679.993,618.866,659.787,329.449,288.57,309.116,-309.069,156.697,225.319,546.761,418.161,505.935,3134.7293,3419.7771,2551.203,3204.256,3067.482,3067.714,4260.766,3907.909,4048.098,868.03,788.111,944.453,515.038,420.196,467.216,1222.568,1131.952,1176.099,1152.754,626.98,674.568,-191.674,184.721,103.826,2120.801,1691.603,1902.596,2524.263,2448.616,2407.927
"2608",3995,"C_1397",2004,"alive","alive","alive",1611.2,2456.5,179.5,715.5,417.9,215.6,662.5,4454.6505,3798.1,4855,2088,536,1341.6,1303.8,386.7,3521.5,3082.6,1427.8,1056.258,776.352,2245.9,1981.688,1935.53,173.2,164.955,198.67,711.9,679.993,618.866,371.2,329.449,288.57,240.4,-309.069,156.697,615.2,546.761,418.161,4606.5019,3134.7293,3419.7771,3531.9,3204.256,3067.482,4704.1,4260.766,3907.909,2259.8,868.03,788.111,538.7,515.038,420.196,1286,1222.568,1131.952,1190.4,1152.754,626.98,104,-191.674,184.721,3580.5,2120.801,1691.603,2820,2524.263,2448.616
"2609",3996,"C_1397",2005,"alive","alive","alive",1695.4,2765.3,161.8,673.9,409.1,255.8,674,4575.1588,4085.1,4864.2,1813,512.1,1319.8,1533.5,547.8,3472.1,3411.2,1611.2,1427.8,1056.258,2456.5,2245.9,1981.688,179.5,173.2,164.955,715.5,711.9,679.993,417.9,371.2,329.449,215.6,240.4,-309.069,662.5,615.2,546.761,4454.6505,4606.5019,3134.7293,3798.1,3531.9,3204.256,4855,4704.1,4260.766,2088,2259.8,868.03,536,538.7,515.038,1341.6,1286,1222.568,1303.8,1190.4,1152.754,386.7,104,-191.674,3521.5,3580.5,2120.801,3082.6,2820,2524.263
"2610",3997,"C_1397",2006,"alive","alive","alive",1756.7,2930.6,153.4,696.2,509.4,274.1,721.3,5236.7718,4327.9,5020.9,1826.6,542.8,1397.3,1406.1,848.5,3366.1,3631.7,1695.4,1611.2,1427.8,2765.3,2456.5,2245.9,161.8,179.5,173.2,673.9,715.5,711.9,409.1,417.9,371.2,255.8,215.6,240.4,674,662.5,615.2,4575.1588,4454.6505,4606.5019,4085.1,3798.1,3531.9,4864.2,4855,4704.1,1813,2088,2259.8,512.1,536,538.7,1319.8,1341.6,1286,1533.5,1303.8,1190.4,547.8,386.7,104,3472.1,3521.5,3580.5,3411.2,3082.6,2820
"2611",3998,"C_1397",2007,"alive","alive","alive",1936.1,3195.9,148.6,711.6,581.7,353,789.8,3740.0488,4651.2,5438.3,1531.6,563,1455.3,1741.6,1203.6,3418.7,3939.6,1756.7,1695.4,1611.2,2930.6,2765.3,2456.5,153.4,161.8,179.5,696.2,673.9,715.5,509.4,409.1,417.9,274.1,255.8,215.6,721.3,674,662.5,5236.7718,4575.1588,4454.6505,4327.9,4085.1,3798.1,5020.9,4864.2,4855,1826.6,1813,2088,542.8,512.1,536,1397.3,1319.8,1341.6,1406.1,1533.5,1303.8,848.5,547.8,386.7,3366.1,3472.1,3521.5,3631.7,3411.2,3082.6
"2612",3999,"C_1397",2008,"alive","alive","alive",1672.7,3463,154.8,641.8,564.3,179.9,682.8,2358.772,4843.5,4986,1289.9,487,1380.5,1622.2,1188.5,3061.4,4201.7,1936.1,1756.7,1695.4,3195.9,2930.6,2765.3,148.6,153.4,161.8,711.6,696.2,673.9,581.7,509.4,409.1,353,274.1,255.8,789.8,721.3,674,3740.0488,5236.7718,4575.1588,4651.2,4327.9,4085.1,5438.3,5020.9,4864.2,1531.6,1826.6,1813,563,542.8,512.1,1455.3,1397.3,1319.8,1741.6,1406.1,1533.5,1203.6,848.5,547.8,3418.7,3366.1,3472.1,3939.6,3631.7,3411.2
"2613",4000,"C_1397",2009,"alive","alive","alive",2073.4,2871.7,154.5,663.6,469.4,244.3,666.7,3474.3847,4242.8,5420.1,1626.3,509.1,1371.1,1433.8,1420.2,3219.8,3579.2,1672.7,1936.1,1756.7,3463,3195.9,2930.6,154.8,148.6,153.4,641.8,711.6,696.2,564.3,581.7,509.4,179.9,353,274.1,682.8,789.8,721.3,2358.772,3740.0488,5236.7718,4843.5,4651.2,4327.9,4986,5438.3,5020.9,1289.9,1531.6,1826.6,487,563,542.8,1380.5,1455.3,1397.3,1622.2,1741.6,1406.1,1188.5,1203.6,848.5,3061.4,3418.7,3366.1,4201.7,3939.6,3631.7
"2614",4001,"C_1397",2010,"alive","alive","alive",2040,3090,154.7,708,495.8,255.9,697.1,4054.3377,4490.1,5399.4,1399.2,553.3,1400.1,1447.7,1597.6,2997.8,3782.1,2073.4,1672.7,1936.1,2871.7,3463,3195.9,154.5,154.8,148.6,663.6,641.8,711.6,469.4,564.3,581.7,244.3,179.9,353,666.7,682.8,789.8,3474.3847,2358.772,3740.0488,4242.8,4843.5,4651.2,5420.1,4986,5438.3,1626.3,1289.9,1531.6,509.1,487,563,1371.1,1380.5,1455.3,1433.8,1622.2,1741.6,1420.2,1188.5,1203.6,3219.8,3061.4,3418.7,3579.2,4201.7,3939.6
"2615",4002,"C_1397",2011,"alive","alive","alive",3262.6,3851,189.5,755.1,798.1,149.1,1385.8,3305.387,5640.9,11496.7,5010.9,565.6,1789.9,2383.5,1623.2,8544.3,4885.8,2040,2073.4,1672.7,3090,2871.7,3463,154.7,154.5,154.8,708,663.6,641.8,495.8,469.4,564.3,255.9,244.3,179.9,697.1,666.7,682.8,4054.3377,3474.3847,2358.772,4490.1,4242.8,4843.5,5399.4,5420.1,4986,1399.2,1626.3,1289.9,553.3,509.1,487,1400.1,1371.1,1380.5,1447.7,1433.8,1622.2,1597.6,1420.2,1188.5,2997.8,3219.8,3061.4,3782.1,3579.2,4201.7
"2616",4003,"C_1397",2012,"alive","alive","alive",3222.4,4933.8,304,931.4,736.4,-1410.3,1326,3406.7106,7648.1,9437.2,4540.8,627.4,2714.3,2333.6,91.7,7992.9,6716.7,3262.6,2040,2073.4,3851,3090,2871.7,189.5,154.7,154.5,755.1,708,663.6,798.1,495.8,469.4,149.1,255.9,244.3,1385.8,697.1,666.7,3305.387,4054.3377,3474.3847,5640.9,4490.1,4242.8,11496.7,5399.4,5420.1,5010.9,1399.2,1626.3,565.6,553.3,509.1,1789.9,1400.1,1371.1,2383.5,1447.7,1433.8,1623.2,1597.6,1420.2,8544.3,2997.8,3219.8,4885.8,3782.1,3579.2
"2617",4004,"C_1397",2013,"alive","alive","alive",3417.7,4941,278.1,987.1,688.4,124.2,1274.3,6680.576,7690.8,9134.2,4116.4,709,2749.8,2700.8,0.8,7743.7,6703.7,3222.4,3262.6,2040,4933.8,3851,3090,304,189.5,154.7,931.4,755.1,708,736.4,798.1,495.8,-1410.3,149.1,255.9,1326,1385.8,697.1,3406.7106,3305.387,4054.3377,7648.1,5640.9,4490.1,9437.2,11496.7,5399.4,4540.8,5010.9,1399.2,627.4,565.6,553.3,2714.3,1789.9,1400.1,2333.6,2383.5,1447.7,91.7,1623.2,1597.6,7992.9,8544.3,2997.8,6716.7,4885.8,3782.1
"2618",4010,"C_1398",2002,"alive","alive","alive",39983,25646,875,4210,5115,1376,31622,7585.7793,41366,50409,21304,3335,15720,18597,7441,43656,37156,36105,28794,28667,26322,26899,27212,863,826,848,4520,4512,4570,4912,5618,5069,735,1343,1453,28813,17823,18437,15263.856,11578.7,11212.263,41078,40937,41071,44317,36899,36954,18921,11020,12884,3657,3686,3722,14756,14038,13859,15584,15796,13701,6582,6730,5665,38198,30130,30115,36558,36425,36501
"2619",4011,"C_1398",2003,"alive","alive","alive",18196,26202,909,3971,5335,3397,2689,10479.8042,41124,27723,4218,3062,14922,13759,10530,21322,37153,39983,36105,28794,25646,26322,26899,875,863,826,4210,4520,4512,5115,4912,5618,1376,735,1343,31622,28813,17823,7585.7793,15263.856,11578.7,41366,41078,40937,50409,44317,36899,21304,18921,11020,3335,3657,3686,15720,14756,14038,18597,15584,15796,7441,6582,6730,43656,38198,30130,37156,36558,36425
"2620",4012,"C_1398",2004,"alive","alive","alive",12563,25997,950,1806,5549,-507,1881,11006.6607,36099,22474,3473,856,10102,9197,10849,16382,34293,18196,39983,36105,26202,25646,26322,909,875,863,3971,4210,4520,5335,5115,4912,3397,1376,735,2689,31622,28813,10479.8042,7585.7793,15263.856,41124,41366,41078,27723,50409,44317,4218,21304,18921,3062,3335,3657,14922,15720,14756,13759,18597,15584,10530,7441,6582,21322,43656,38198,37153,37156,36558
"2621",4013,"C_14",2002,"alive","alive","alive",100.724,190.419,1.629,8.965,36.271,4.945,46.683,69.6583,229.329,115.703,0,7.336,38.91,42.413,40.958,42.413,220.364,90.558,73.839,69.961,148.628,157.003,146.095,0.909,0.582,0.355,7.759,9.755,7.766,37.818,38.453,29.644,4.245,6.344,6.091,41.5,27.908,27.015,65.1701,66.374,73.784,178.154,184.789,169.189,105.173,88.081,86.159,0.671,0.908,0.925,6.85,9.173,7.411,29.526,27.786,23.094,35.299,23.569,20.502,37.242,35.697,31.224,35.97,24.477,21.427,170.395,175.034,161.423
"2622",4014,"C_14",2003,"alive","alive","alive",110.578,224.944,1.036,13.973,41.696,7.595,46.1,190.5996,271.276,123.519,0,12.937,46.332,38.95,47.182,38.95,257.303,100.724,90.558,73.839,190.419,148.628,157.003,1.629,0.909,0.582,8.965,7.759,9.755,36.271,37.818,38.453,4.945,4.245,6.344,46.683,41.5,27.908,69.6583,65.1701,66.374,229.329,178.154,184.789,115.703,105.173,88.081,0,0.671,0.908,7.336,6.85,9.173,38.91,29.526,27.786,42.413,35.299,23.569,40.958,37.242,35.697,42.413,35.97,24.477,220.364,170.395,175.034
"2623",4015,"C_14",2004,"alive","alive","alive",132.974,243.681,1.119,17.163,41.784,13.067,55.194,282.392,297.718,149.697,0,16.044,54.037,48.845,58.034,49.274,280.555,110.578,100.724,90.558,224.944,190.419,148.628,1.036,1.629,0.909,13.973,8.965,7.759,41.696,36.271,37.818,7.595,4.945,4.245,46.1,46.683,41.5,190.5996,69.6583,65.1701,271.276,229.329,178.154,123.519,115.703,105.173,0,0,0.671,12.937,7.336,6.85,46.332,38.91,29.526,38.95,42.413,35.299,47.182,40.958,37.242,38.95,42.413,35.97,257.303,220.364,170.395
"2624",4016,"C_14",2005,"alive","alive","alive",131.64,258.989,1.291,13.45,51.722,10.015,51.057,181.6294,313.381,149.028,0,12.159,54.392,37.391,64.001,41.202,299.931,132.974,110.578,100.724,243.681,224.944,190.419,1.119,1.036,1.629,17.163,13.973,8.965,41.784,41.696,36.271,13.067,7.595,4.945,55.194,46.1,46.683,282.392,190.5996,69.6583,297.718,271.276,229.329,149.697,123.519,115.703,0,0,0,16.044,12.937,7.336,54.037,46.332,38.91,48.845,38.95,42.413,58.034,47.182,40.958,49.274,38.95,42.413,280.555,257.303,220.364
"2625",4017,"C_14",2006,"alive","alive","alive",141.106,245.025,1.346,14.234,47.259,9.237,52.399,168.0038,297.13,166.592,0,12.888,52.105,36.399,71.304,51.307,282.896,131.64,132.974,110.578,258.989,243.681,224.944,1.291,1.119,1.036,13.45,17.163,13.973,51.722,41.784,41.696,10.015,13.067,7.595,51.057,55.194,46.1,181.6294,282.392,190.5996,313.381,297.718,271.276,149.028,149.697,123.519,0,0,0,12.159,16.044,12.937,54.392,54.037,46.332,37.391,48.845,38.95,64.001,58.034,47.182,41.202,49.274,38.95,299.931,280.555,257.303
"2626",4018,"C_14",2007,"alive","alive","alive",161.033,257.189,1.791,16.855,60.679,10.212,61.329,225.0525,313.473,188.478,0,15.064,56.284,48.103,80.41,63.349,296.618,141.106,131.64,132.974,245.025,258.989,243.681,1.346,1.291,1.119,14.234,13.45,17.163,47.259,51.722,41.784,9.237,10.015,13.067,52.399,51.057,55.194,168.0038,181.6294,282.392,297.13,313.381,297.718,166.592,149.028,149.697,0,0,0,12.888,12.159,16.044,52.105,54.392,54.037,36.399,37.391,48.845,71.304,64.001,58.034,51.307,41.202,49.274,282.896,299.931,280.555
"2627",4019,"C_14",2008,"alive","alive","alive",193.784,289.908,2.378,23.755,71.109,13.473,73.039,186.7674,359.591,222.243,0,21.377,69.683,64.998,94.892,81.361,335.836,161.033,141.106,131.64,257.189,245.025,258.989,1.791,1.346,1.291,16.855,14.234,13.45,60.679,47.259,51.722,10.212,9.237,10.015,61.329,52.399,51.057,225.0525,168.0038,181.6294,313.473,297.13,313.381,188.478,166.592,149.028,0,0,0,15.064,12.888,12.159,56.284,52.105,54.392,48.103,36.399,37.391,80.41,71.304,64.001,63.349,51.307,41.202,296.618,282.896,299.931
"2628",4020,"C_14",2009,"alive","alive","alive",171.646,265.16,1.866,13.209,54.402,8.629,56.357,165.2226,322.646,205.464,0,11.343,57.486,46.937,92.975,63.424,309.437,193.784,161.033,141.106,289.908,257.189,245.025,2.378,1.791,1.346,23.755,16.855,14.234,71.109,60.679,47.259,13.473,10.212,9.237,73.039,61.329,52.399,186.7674,225.0525,168.0038,359.591,313.473,297.13,222.243,188.478,166.592,0,0,0,21.377,15.064,12.888,69.683,56.284,52.105,64.998,48.103,36.399,94.892,80.41,71.304,81.361,63.349,51.307,335.836,296.618,282.896
"2629",4021,"C_14",2010,"alive","alive","alive",195.553,288.821,2.796,16.895,74.857,6.581,85.678,145.628,346.631,231.851,0.55,14.099,57.81,74.629,87.911,92.207,329.736,171.646,193.784,161.033,265.16,289.908,257.189,1.866,2.378,1.791,13.209,23.755,16.855,54.402,71.109,60.679,8.629,13.473,10.212,56.357,73.039,61.329,165.2226,186.7674,225.0525,322.646,359.591,313.473,205.464,222.243,188.478,0,0,0,11.343,21.377,15.064,57.486,69.683,56.284,46.937,64.998,48.103,92.975,94.892,80.41,63.424,81.361,63.349,309.437,335.836,296.618
"2630",4022,"C_14",2011,"alive","alive","alive",198.615,341.088,5.502,23.112,77.433,8.968,89.108,178.6202,412.428,311.665,48.75,17.61,71.34,83.186,98.456,150.844,389.316,195.553,171.646,193.784,288.821,265.16,289.908,2.796,1.866,2.378,16.895,13.209,23.755,74.857,54.402,71.109,6.581,8.629,13.473,85.678,56.357,73.039,145.628,165.2226,186.7674,346.631,322.646,359.591,231.851,205.464,222.243,0.55,0,0,14.099,11.343,21.377,57.81,57.486,69.683,74.629,46.937,64.998,87.911,92.975,94.892,92.207,63.424,81.361,329.736,309.437,335.836
"2631",4023,"C_14",2012,"alive","alive","alive",191.969,355.414,6.942,33.953,84.687,16.981,77.723,243.2411,444.388,299.28,39.052,27.011,88.974,73.641,103.663,131.277,410.435,198.615,195.553,171.646,341.088,288.821,265.16,5.502,2.796,1.866,23.112,16.895,13.209,77.433,74.857,54.402,8.968,6.581,8.629,89.108,85.678,56.357,178.6202,145.628,165.2226,412.428,346.631,322.646,311.665,231.851,205.464,48.75,0.55,0,17.61,14.099,11.343,71.34,57.81,57.486,83.186,74.629,46.937,98.456,87.911,92.975,150.844,92.207,63.424,389.316,329.736,309.437
"2632",4024,"C_14",2013,"alive","alive","alive",218.3,394.475,6.944,44.604,83.849,22.328,95.391,387.6858,499.69,323.43,20.355,37.66,105.215,89.907,121.517,128.79,455.086,191.969,198.615,195.553,355.414,341.088,288.821,6.942,5.502,2.796,33.953,23.112,16.895,84.687,77.433,74.857,16.981,8.968,6.581,77.723,89.108,85.678,243.2411,178.6202,145.628,444.388,412.428,346.631,299.28,311.665,231.851,39.052,48.75,0.55,27.011,17.61,14.099,88.974,71.34,57.81,73.641,83.186,74.629,103.663,98.456,87.911,131.277,150.844,92.207,410.435,389.316,329.736
"2633",4030,"C_1401",2002,"alive","alive","alive",26.868,23.123,2.93,19.566,4.88,3.794,12.902,54.1884,102.43,100.228,17.705,16.636,79.307,44.133,-35.429,62.745,82.864,30.254,25.576,12.221,21.531,17.488,17.188,6.066,2.436,1.886,19.013,9.186,6.684,4.557,5.594,4.193,2.835,1.425,1.935,11.111,10.792,4.982,64.51,48.315,37.8526,93.186,41.904,37.345,107.285,100.557,55.32,33.873,34.56,17.304,12.947,6.75,4.798,71.655,24.416,20.157,36.82,31.403,8.355,-39.223,-42.058,-43.483,73.58,70.293,28.225,74.173,32.718,30.661
"2634",4031,"C_1401",2003,"alive","alive","alive",35.621,79.459,2.441,14.973,0,3.383,16.468,40.6413,94.432,123.138,25.858,12.532,14.973,53.153,-32.046,81.165,79.459,26.868,30.254,25.576,23.123,21.531,17.488,2.93,6.066,2.436,19.566,19.013,9.186,4.88,4.557,5.594,3.794,2.835,1.425,12.902,11.111,10.792,54.1884,64.51,48.315,102.43,93.186,41.904,100.228,107.285,100.557,17.705,33.873,34.56,16.636,12.947,6.75,79.307,71.655,24.416,44.133,36.82,31.403,-35.429,-39.223,-42.058,62.745,73.58,70.293,82.864,74.173,32.718
"2635",4032,"C_1401",2004,"alive","alive","alive",36.775,113.735,3.78,19.205,0,3.233,18.34,63.8004,132.94,116.635,18.959,15.425,19.205,53.989,-29.008,75.245,113.735,35.621,26.868,30.254,79.459,23.123,21.531,2.441,2.93,6.066,14.973,19.566,19.013,0,4.88,4.557,3.383,3.794,2.835,16.468,12.902,11.111,40.6413,54.1884,64.51,94.432,102.43,93.186,123.138,100.228,107.285,25.858,17.705,33.873,12.532,16.636,12.947,14.973,79.307,71.655,53.153,44.133,36.82,-32.046,-35.429,-39.223,81.165,62.745,73.58,79.459,82.864,74.173
"2636",4033,"C_1401",2005,"alive","alive","alive",40.313,128.235,4.984,27.076,0,9.435,22.524,98.1795,155.311,141.774,24.751,22.092,27.076,60.184,-19.438,90.262,128.235,36.775,35.621,26.868,113.735,79.459,23.123,3.78,2.441,2.93,19.205,14.973,19.566,0,0,4.88,3.233,3.383,3.794,18.34,16.468,12.902,63.8004,40.6413,54.1884,132.94,94.432,102.43,116.635,123.138,100.228,18.959,25.858,17.705,15.425,12.532,16.636,19.205,14.973,79.307,53.989,53.153,44.133,-29.008,-32.046,-35.429,75.245,81.165,62.745,113.735,79.459,82.864
"2637",4034,"C_1402",2002,"alive","alive","alive",43.891,49.506,2.946,-1.742,9.394,-21.554,15.965,7.7809,64.592,63.555,2.736,-4.688,15.086,40.337,0.233,46.939,66.334,37.379,60.314,47.931,62.949,88.702,77.275,4.025,3.984,3.956,6.218,9.538,8.033,13.81,13.809,12.77,-4.617,2.936,1.729,17.377,38.173,28.795,10.7499,17.9165,34.3069,86.31,116.287,102.753,76.1,96.331,85.05,3.215,3.211,3.696,2.193,5.554,4.077,23.361,27.585,25.478,30.401,44.627,34.201,22.222,28.051,26.578,37.495,51.897,42.027,80.092,106.749,94.72
"2638",4035,"C_1402",2003,"alive","alive","alive",18.91,25.277,2.708,0.291,5.71,-4.974,5.266,19.1312,36.202,35.064,0,-2.417,10.925,16.962,-3.97,22.628,35.911,43.891,37.379,60.314,49.506,62.949,88.702,2.946,4.025,3.984,-1.742,6.218,9.538,9.394,13.81,13.809,-21.554,-4.617,2.936,15.965,17.377,38.173,7.7809,10.7499,17.9165,64.592,86.31,116.287,63.555,76.1,96.331,2.736,3.215,3.211,-4.688,2.193,5.554,15.086,23.361,27.585,40.337,30.401,44.627,0.233,22.222,28.051,46.939,37.495,51.897,66.334,80.092,106.749
